company_names,ratings,reviews_count,salary_count,interview_count,jobs_count,company_sector,locations,benefits_count,page_num
Thriveni Earthmovers,3.9,685,2.5k,59,--,Metals & Mining,Jamshedpur +45 other locations,86,76
Lovely Professional University,3.4,685,2k,60,18,Education & Training,Jalandhar +29 other locations,48,76
Visteon,3.2,685,4.5k,60,23,Auto Components,Chennai +21 other locations,47,76
Micro Turners,3.8,684,2.2k,36,--,Auto Components,Baddi +42 other locations,49,76
URC Construction,3.7,684,2.4k,67,2,Engineering & Construction,Chennai +49 other locations,32,76
Bisk Farm,4.0,684,1.6k,29,13,Food Processing,Kolkata +135 other locations,46,76
Ramky Infrastructure,4.2,684,1.9k,51,--,Engineering & Construction,Hyderabad / Secunderabad +51 other locations,64,76
Titan Eye Plus,4.1,684,1.4k,35,--,Other,Kolkata +131 other locations,57,77
Asb International,3.6,683,2.7k,32,--,Industrial Machinery,Mumbai +23 other locations,51,77
Transsion,3.9,684,2.7k,38,--,Consumer Electronics & Appliances,Noida +61 other locations,70,77
Vindhya Telelinks,4.0,683,2k,46,--,Hardware & Networking,Rewa +93 other locations,34,77
Neeyamo Enterprise Solutions,3.5,682,4k,65,12,Pune +10 other locations,,69,77
Apple,4.3,682,5.1k,165,248,Consumer Electronics & Appliances,Bangalore / Bengaluru +106 other locations,51,77
Razorpay,3.4,682,6.1k,171,50,FinTech,Bangalore / Bengaluru +26 other locations,40,77
North East Small Finance Bank,3.6,682,1.8k,29,6,Banking,Guwahati +93 other locations,42,77
Orient Cement,4.4,681,2.4k,48,--,Building Material,Hyderabad / Secunderabad +70 other locations,80,77
Bharat Serums and Vaccines,4.0,682,2.2k,31,19,Pharma,Mumbai +65 other locations,62,77
Caparo Engineering India,4.0,681,2.5k,34,--,Auto Components,Chennai +34 other locations,62,77
NSB Bpo Solutions,2.9,681,1.7k,35,1,BPO,Noida +84 other locations,37,77
HRH Next Services,2.9,682,2k,52,11,BPO,Hyderabad / Secunderabad +23 other locations,52,77
Wuerth,3.5,680,2.3k,46,13,Industrial Machinery,Pune +65 other locations,74,77
Eastman Auto and Power Limited,3.9,680,2k,91,18,Electronics Manufacturing,Gurgaon / Gurugram +69 other locations,15,77
Bayer Crop Science Vegetable Seeds,4.2,681,912,37,--,Bangalore / Bengaluru +136 other locations,,3,77
Moglix,3.3,680,3.5k,65,36,Internet,Noida +39 other locations,48,77
Infor Global Solution,3.9,677,6.5k,84,2,Software Product,Hyderabad / Secunderabad +9 other locations,66,77
ExportersIndia,4.9,678,130,32,9,Internet,New Delhi +2 other locations,11,77
Diebold Nixdorf,3.6,677,3.5k,55,33,Software Product,Hyderabad / Secunderabad +44 other locations,87,77
Healthians,4.2,677,1.9k,144,1,Internet,Gurgaon / Gurugram +48 other locations,24,78
Snapdeal,3.8,675,2.7k,76,29,Internet,Gurgaon / Gurugram +31 other locations,119,78
Writer Corporation,3.4,675,2k,35,43,Logistics,Mumbai +83 other locations,31,78
Doosan Power Systems,4.3,675,2.5k,44,--,Power,Gurgaon / Gurugram +31 other locations,82,78
TTK Prestige,3.8,675,2.4k,48,6,Consumer Electronics & Appliances,Bangalore / Bengaluru +81 other locations,49,78
Testbook.com,3.4,675,4.4k,107,--,EdTech,Noida +31 other locations,22,78
Cohesity,3.8,675,5.1k,86,10,Software Product,Pune +47 other locations,83,78
Radico Khaitan,4.1,676,2k,61,--,Beverage,Rampur +76 other locations,34,78
Central Bank of India,3.9,673,1.5k,42,--,Banking,Mumbai +196 other locations,36,78
PPG Asian Paints,3.9,673,2.7k,45,--,Chemicals,Mumbai +56 other locations,64,78
ChannelPlay,3.8,673,1.9k,29,98,Marketing & Advertising,Gurgaon / Gurugram +93 other locations,91,78
Medtronic,3.9,673,4.5k,79,287,Medical Equipment,Hyderabad / Secunderabad +45 other locations,62,78
IHG,3.6,673,2.7k,39,26,Hospitality,New Delhi +46 other locations,87,78
PrimEra Medical Technologies,3.6,674,3.6k,71,37,IT Services & Consulting,Hyderabad / Secunderabad +14 other locations,42,78
Cotiviti,3.6,672,4.3k,87,24,Analytics & KPO,Hyderabad / Secunderabad +9 other locations,53,78
Patel Engineering,4.1,673,2.3k,45,--,Engineering & Construction,Mumbai +67 other locations,54,78
Government of India,4.2,672,3.8k,64,--,Government,New Delhi +159 other locations,85,78
TVS Electronics,3.7,672,2.2k,31,2,Electronics Manufacturing,Chennai +73 other locations,63,78
R.V.R. PROJECTS,3.9,672,1.6k,64,19,Engineering & Construction,Hyderabad / Secunderabad +66 other locations,29,78
Livpure,3.8,671,2.3k,40,14,Consumer Electronics & Appliances,Gurgaon / Gurugram +81 other locations,48,78
Livpure,3.8,671,2.3k,40,14,Consumer Electronics & Appliances,Gurgaon / Gurugram +81 other locations,48,79
Ness Digital Engineering,3.4,671,5.5k,68,19,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,9,79
Wolters Kluwer,3.8,669,4.8k,94,96,Software Product,Pune +16 other locations,53,79
NextComm Corporation,4.8,669,36,6,--,Software Product,Bangalore / Bengaluru +8 other locations,31,79
Quess IT Staffing Solutions,3.1,670,1.6k,43,--,Bangalore / Bengaluru +55 other locations,,9,79
CtrlS,3.6,669,3k,53,5,IT Services & Consulting,Hyderabad / Secunderabad +17 other locations,86,79
Redington,4.0,668,3k,37,--,Hardware & Networking,Chennai +48 other locations,68,79
Blue Yonder,3.6,668,6.9k,68,151,Software Product,Bangalore / Bengaluru +13 other locations,67,79
Tredence,3.4,668,5.9k,148,89,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,44,79
DAV Public School,3.9,668,1.3k,35,--,Education & Training,New Delhi +152 other locations,84,79
Quislex Legal Services,4.0,667,1.8k,38,1,Legal,Hyderabad / Secunderabad +11 other locations,55,79
BASF,4.2,667,2.4k,35,6,Chemicals,Mumbai +93 other locations,67,79
Keventer,3.8,667,2.1k,34,7,FMCG,Kolkata +64 other locations,58,79
Surya Roshni,4.1,666,2.1k,21,--,Building Material,New Delhi +73 other locations,50,79
Rane NSK Steering Systems,4.0,665,2k,41,--,Auto Components,Chennai +26 other locations,64,79
Nomura Holdings,3.7,665,6.7k,75,273,Investment Banking / Venture Capital / Private Equity,Mumbai +11 other locations,84,79
Y-Axis Overseas Careers,3.8,665,1.4k,66,--,Other,Hyderabad / Secunderabad +17 other locations,237,79
Solv,3.5,665,1.7k,43,2,Internet,Bangalore / Bengaluru +140 other locations,18,79
L&T Power,3.9,666,3.5k,37,--,Power,Vadodara +97 other locations,100,79
VRL Logistics,3.7,665,1.6k,25,1,Logistics,Bangalore / Bengaluru +117 other locations,36,79
Trianz,3.4,665,4.7k,61,16,IT Services & Consulting,Hyderabad / Secunderabad +8 other locations,60,80
SG Analytics,2.6,664,3.5k,81,14,Analytics & KPO,Pune +12 other locations,50,80
Nephroplus,3.8,664,3k,50,71,Healthcare,Hyderabad / Secunderabad +110 other locations,39,80
YOKOGAWA,3.8,665,3.6k,59,100,Industrial Automation,Bangalore / Bengaluru +23 other locations,74,80
Vizag Steel,4.0,663,1.6k,36,--,Iron & Steel,Visakhapatnam +29 other locations,53,80
Autoliv,4.0,663,2.7k,41,--,Auto Components,Bangalore / Bengaluru +22 other locations,56,80
Emami Agrotech,3.8,663,2.5k,43,--,Food Processing,Kolkata +65 other locations,54,80
EPL Limited,3.8,662,1.8k,29,--,Packaging,Mumbai +35 other locations,70,80
Housing.com,3.6,662,2.9k,77,28,Internet,Gurgaon / Gurugram +43 other locations,68,80
Lohia Corp,4.0,662,2.4k,73,2,Industrial Machinery,Kanpur +21 other locations,40,80
Kutumbh Care,4.0,661,1.6k,33,--,Recruitment,Noida +161 other locations,56,80
Orient Technologies,3.6,660,2.9k,48,14,IT Services & Consulting,Mumbai +49 other locations,42,80
Lionbridge Technologies,3.6,660,3.8k,50,4,Content Development,Mumbai +14 other locations,59,80
Dhanuka Agritech,3.6,660,1.8k,47,2,Agro Chemicals,Gurgaon / Gurugram +108 other locations,60,80
Dodla Dairy,4.2,660,1.9k,43,7,Food Processing,Hyderabad / Secunderabad +73 other locations,55,80
Bridgestone - Global Capability Center,4.0,659,2.7k,48,15,Auto Components,Pune +61 other locations,59,80
Osource Global,3.5,660,2.7k,27,17,BPO,Mumbai +25 other locations,3,80
Videocon d2h,3.9,658,1.2k,30,--,Internet,New Delhi +118 other locations,105,80
Jubilant Ingrevia,3.8,658,2.8k,51,--,Chemicals,Bharuch +33 other locations,21,80
R.S. Infraprojects,4.0,657,1.6k,38,1,Engineering & Construction,Noida +96 other locations,60,80
Technotask Business Solutions,3.6,671,1.9k,63,15,BPO,Bhopal +20 other locations,12,81
PeopleStrong,3.4,656,3.2k,54,--,Recruitment,Gurgaon / Gurugram +20 other locations,46,81
JSW Energy,4.1,656,3.4k,51,--,Power,Mumbai +74 other locations,35,81
Leverage Edu,4.1,656,1.7k,67,19,EdTech,Noida +22 other locations,10,81
Qatar Airways,3.5,655,2k,72,13,Aviation,Ahmedabad +28 other locations,63,81
Triveni Engineering & Industries,4.1,655,2.4k,48,3,Food Processing,Noida +58 other locations,59,81
Cogoport,3.2,655,1.8k,56,9,Internet,Mumbai +13 other locations,6,81
MPS Limited,3.5,653,2.9k,37,11,Content Development,Dehradun +23 other locations,41,81
ReSource Pro,3.8,654,3.2k,124,30,BPO,Bangalore / Bengaluru +9 other locations,49,81
Mahindra Integrated Business Solutions,3.4,653,2.5k,43,4,BPO,Mumbai +83 other locations,22,81
TransUnion,3.6,651,5.8k,102,30,Financial Services,Chennai +9 other locations,55,81
Omaxe,4.2,651,2.1k,39,7,Real Estate,New Delhi +24 other locations,52,81
Sandvik Asia,4.0,651,1.6k,33,1,Industrial Machinery,Pune +37 other locations,94,81
Ingram Micro,3.6,650,3.3k,32,--,IT Services & Consulting,Mumbai +47 other locations,66,81
Saint Gobain Glass,3.8,650,1.9k,30,--,Building Material,Chennai +56 other locations,1,81
Progressive Infovision,3.8,650,1.1k,45,--,Recruitment,New Delhi +77 other locations,71,81
Optimum Infosystem,3.3,649,3.4k,57,25,IT Services & Consulting,Chennai +16 other locations,17,81
Alshaya Group,3.8,648,2.3k,48,--,Retail,Bangalore / Bengaluru +29 other locations,83,81
TIAA Global Business Services,3.7,648,4.9k,52,4,Financial Services,Pune +10 other locations,122,81
Capco Technologies,3.8,648,4.7k,89,131,IT Services & Consulting,Bangalore / Bengaluru +17 other locations,46,81
Corteva Agriscience,4.2,648,2.6k,39,2,Agro Chemicals,Hyderabad / Secunderabad +104 other locations,54,82
PCBL Chemical Limited,4.0,646,2.6k,72,15,Petrochemicals,Vadodara +24 other locations,47,82
Tejas Networks,3.7,645,3.8k,88,--,Hardware & Networking,Bangalore / Bengaluru +35 other locations,27,82
Epicenter Technologies,3.3,645,2.3k,42,4,BPO,Mumbai +8 other locations,76,82
Kissht Finance,3.9,645,2k,63,39,FinTech,Mumbai +85 other locations,45,82
SMC Global Securities,3.4,645,2.4k,54,12,Financial Services,New Delhi +88 other locations,26,82
Licious,3.6,645,2.9k,74,13,Internet,Bangalore / Bengaluru +38 other locations,84,82
BankBazaar,3.3,644,2.9k,60,9,FinTech,Chennai +15 other locations,62,82
Welspun World,3.6,643,2.4k,58,119,Building Material,Anjar +49 other locations,81,82
Marlabs,3.5,643,5.1k,40,--,IT Services & Consulting,Bangalore / Bengaluru +12 other locations,47,82
DeHaat,3.6,643,1.9k,65,13,Internet,Gurgaon / Gurugram +116 other locations,21,82
Vasudha Pharma Chem,4.0,643,2.3k,33,--,Pharma,Visakhapatnam +9 other locations,62,82
HCL Healthcare,4.6,643,924,162,18,Healthcare,Noida +40 other locations,19,82
Neurealm,3.4,642,5.3k,76,58,IT Services & Consulting,Chennai +14 other locations,44,82
Wissen Infotech,3.6,642,4.6k,60,106,IT Services & Consulting,Bangalore / Bengaluru +15 other locations,57,82
Data Entry,4.2,641,1.9k,126,5,BPO,New Delhi +112 other locations,50,82
Quality Austria Central Asia,3.5,641,1.8k,26,12,Other,New Delhi +74 other locations,53,82
TCI Express,3.9,640,1.8k,45,--,Logistics,Gurgaon / Gurugram +80 other locations,53,82
Sintex BAPL,3.6,640,2.3k,37,--,Petrochemicals,Chennai +70 other locations,66,82
Mindarika,4.0,640,2k,48,--,Auto Components,Gurgaon / Gurugram +26 other locations,57,82
Indorama,4.0,639,2.2k,41,5,Agro Chemicals,Haldia +45 other locations,36,83
Fiat India Automobiles,3.6,639,2.3k,44,1,Automobile,Pune +23 other locations,58,83
JoulestoWatts Business Solutions,3.5,639,3.2k,78,3,IT Services & Consulting,Bangalore / Bengaluru +16 other locations,12,83
Krsnaa Diagnostics,3.7,638,1.6k,45,15,Healthcare,Pune +96 other locations,31,83
Magic Edtech,3.7,638,3.6k,82,10,IT Services & Consulting,Noida +11 other locations,21,83
My Home Industries,4.1,638,2.3k,44,1,Building Material,Hyderabad / Secunderabad +69 other locations,60,83
Petpooja,3.8,638,1.6k,64,54,Software Product,Ahmedabad +64 other locations,73,83
Yatra,3.2,637,3k,34,1,Travel & Tourism,Gurgaon / Gurugram +20 other locations,58,83
Times Group,3.7,636,4.8k,33,17,Printing & Publishing,Mumbai +48 other locations,74,83
Centaur Pharmaceuticals,3.5,636,2.8k,32,4,Pharma,Pune +66 other locations,43,83
Forbes Marshall,3.9,636,2.7k,46,27,Industrial Machinery,Pune +24 other locations,54,83
Elite Elevators,4.1,636,939,50,1,Industrial Machinery,Chennai +41 other locations,71,83
Nihilent,3.2,635,5k,65,34,IT Services & Consulting,Pune +8 other locations,51,83
Tata Power Delhi Distribution,3.8,635,2.8k,34,2,Power,New Delhi +32 other locations,62,83
CJ Darcl Logistics Limited,4.0,634,1.9k,44,--,Logistics,Gurgaon / Gurugram +82 other locations,45,83
NoBrokerHood,2.8,632,2.1k,66,9,Software Product,Bangalore / Bengaluru +32 other locations,210,83
The Lalit,3.5,632,1.6k,26,8,Hospitality,New Delhi +31 other locations,81,83
Encore Capital Group,3.9,631,2.2k,36,--,IT Services & Consulting,Gurgaon / Gurugram +4 other locations,83,83
Pennar Industries,3.4,631,2.9k,36,4,Engineering & Construction,Hyderabad / Secunderabad +30 other locations,62,83
Talentpro,3.8,631,2.3k,32,87,Recruitment,Chennai +126 other locations,49,83
Inspirisys Solution,3.7,631,3.7k,60,41,IT Services & Consulting,Chennai +54 other locations,26,84
Shivalik Small Finance Bank,3.8,630,1.7k,62,8,Banking,Noida +39 other locations,46,84
Ferrero,3.9,630,2k,31,33,Food Processing,Pune +102 other locations,68,84
ICA Edu Skills,3.9,630,1.4k,41,7,Education & Training,Kolkata +120 other locations,57,84
NICE,3.5,630,4.4k,98,52,Software Product,Pune +15 other locations,63,84
Narayana e-Techno School,3.6,630,1.9k,52,--,Education & Training,Bangalore / Bengaluru +101 other locations,23,84
Ramboll,3.9,629,3.1k,45,41,Engineering & Construction,Gurgaon / Gurugram +31 other locations,66,84
Karvy Stock Broking,3.6,628,1.6k,9,--,Hyderabad / Secunderabad +106 other locations,,70,84
CSC,3.5,630,4.4k,66,55,Financial Services,Bangalore / Bengaluru +22 other locations,4,84
Magic Bus India Foundation,3.8,629,1.7k,44,28,Non-Profit,Mumbai +75 other locations,38,84
Welspun Corp,4.0,628,2k,33,--,Iron & Steel,Anjar +29 other locations,41,84
NRB Bearings,4.1,627,2k,50,6,Auto Components,Aurangabad +21 other locations,66,84
Carrier,3.7,627,4.3k,54,1,Industrial Machinery,Hyderabad / Secunderabad +51 other locations,42,84
3M,4.0,626,3.1k,39,88,Electronics Manufacturing,Bangalore / Bengaluru +54 other locations,63,84
ANAROCK Property Consultants,3.5,626,2.9k,62,58,Real Estate,Mumbai +31 other locations,33,84
Electrotherm,4.2,626,2.8k,39,2,Iron & Steel,Ahmedabad +41 other locations,56,84
GKN,3.8,625,2.3k,34,23,Industrial Automation,Pune +28 other locations,80,84
Continental,3.7,625,3.5k,58,48,Auto Components,Bangalore / Bengaluru +50 other locations,48,84
Mount Litera Zee School,3.6,625,1.5k,40,21,Education & Training,Bangalore / Bengaluru +124 other locations,69,84
RealPage,3.6,624,4k,77,11,Software Product,Hyderabad / Secunderabad +9 other locations,54,84
Surin Automotive,3.8,624,2k,51,--,Industrial Machinery,Pune +22 other locations,25,85
Crowne Plaza,4.1,624,1.2k,22,--,Hospitality,New Delhi +37 other locations,111,85
InternEzy,4.9,624,5,76,--,EdTech,Erode +5 other locations,97,85
Khazana Jewellery,3.9,623,1.7k,64,25,Jewellery,Chennai +52 other locations,55,85
Philips Innovation Campus,3.7,623,4.4k,55,--,Software Product,Bangalore / Bengaluru +20 other locations,46,85
Vikram Solar,3.6,623,2.2k,37,4,Power,Kolkata +43 other locations,52,85
FCC Clutch,3.8,622,2.3k,44,--,Auto Components,Gurgaon / Gurugram +26 other locations,37,85
Turbo Energy,4.2,622,2k,24,--,Auto Components,Chennai +26 other locations,76,85
Tecnimont,3.9,621,2.7k,42,77,Engineering & Construction,Mumbai +31 other locations,61,85
Corporate Infotech,3.7,621,2.2k,83,7,IT Services & Consulting,New Delhi +52 other locations,17,85
B.L. Kashyap & Sons,3.8,621,1.7k,65,15,Engineering & Construction,Bangalore / Bengaluru +26 other locations,52,85
Me n Moms,4.2,621,1.1k,142,--,Retail,Mumbai +66 other locations,34,85
MAQ Software,3.3,620,3.7k,174,--,IT Services & Consulting,Noida +10 other locations,26,85
Varthana,4.0,620,1.4k,46,8,NBFC,Bangalore / Bengaluru +80 other locations,55,85
Gainwell Commosales,4.0,619,2.3k,45,5,Industrial Machinery,Kolkata +82 other locations,49,85
Shalby Hospitals,4.1,618,2k,82,77,Healthcare,Ahmedabad +23 other locations,48,85
Hetero Healthcare,3.6,618,2.2k,35,14,Pharma,Hyderabad / Secunderabad +76 other locations,44,85
Manjushree Technopack,3.5,618,2.8k,44,7,Bangalore / Bengaluru +34 other locations,,52,85
Hitachi Systems Micro Clinic,4.0,617,2.8k,31,3,IT Services & Consulting,Mumbai +78 other locations,70,85
Ebixcash Global Services,3.2,617,2.1k,57,--,BPO,Mumbai +40 other locations,11,85
TVS Eurogrip,3.6,617,2.1k,32,3,Auto Components,Madurai +82 other locations,38,86
Shivam Autotech,3.6,616,2.3k,37,--,Auto Components,Gurgaon / Gurugram +22 other locations,46,86
Impetus Technologies,3.4,616,6k,113,43,IT Services & Consulting,Indore +14 other locations,54,86
Avalon Technologies,3.8,616,3.3k,42,11,Electronics Manufacturing,Chennai +17 other locations,44,86
Careon Healthcare Solutions,3.8,631,2.7k,9,--,Medical Equipment,Bangalore / Bengaluru +14 other locations,7,86
Danfoss Industries,3.9,615,3.3k,43,8,Industrial Machinery,Chennai +21 other locations,64,86
Airports Authority of India,4.2,615,1.8k,48,--,Aviation,New Delhi +88 other locations,66,86
Suroj Buildcon,4.1,615,1.6k,33,4,Engineering & Construction,Pune +45 other locations,55,86
Trigent Software,3.4,614,3.8k,79,4,IT Services & Consulting,Bangalore / Bengaluru +31 other locations,38,86
Suraksha Diagnostic,3.7,614,1.6k,48,7,Healthcare,Kolkata +34 other locations,41,86
Varun Motors,3.8,613,2.1k,22,5,Automobile,Hyderabad / Secunderabad +42 other locations,52,86
MothersonSumi INfotech & Designs,3.4,612,3.7k,37,5,IT Services & Consulting,Noida +18 other locations,58,86
ACKO,3.5,612,2.9k,59,25,Insurance,Bangalore / Bengaluru +13 other locations,27,86
bp,3.7,613,3.8k,85,19,Oil & Gas,Pune +13 other locations,22,86
UKB Electronics Limited,3.6,612,2.2k,51,14,Electronics Manufacturing,Noida +24 other locations,94,86
Dr. Batras' Positive Health Clinic,3.7,612,1.1k,23,20,Healthcare,Mumbai +86 other locations,33,86
Finova Capital,3.8,611,1.4k,27,5,NBFC,Jaipur +180 other locations,20,86
Okaya Power,3.8,610,2.2k,40,10,Electrical Equipment,New Delhi +89 other locations,47,86
Suma Soft,3.5,610,3.1k,52,14,IT Services & Consulting,Pune +11 other locations,43,86
Kajaria Ceramics,3.9,610,2k,32,--,Building Material,New Delhi +83 other locations,50,86
Collegedunia,3.0,610,3.3k,115,26,Internet,Gurgaon / Gurugram +28 other locations,35,87
TDS Lithium-Ion Battery,4.2,610,2.1k,92,--,Auto Components,Ahmedabad +20 other locations,27,87
Pyramid IT Consulting,3.0,610,2.7k,27,1,Recruitment,Noida +25 other locations,44,87
Sir H. N. Reliance Foundation Hospital and Research,4.3,610,1.1k,163,12,Healthcare,Mumbai +10 other locations,9,87
NetConnectGlobal,3.0,609,2.6k,32,118,IT Services & Consulting,Bangalore / Bengaluru +43 other locations,29,87
CSM Technologies,4.0,609,2.1k,34,8,IT Services & Consulting,Bhubaneswar +22 other locations,22,87
Reliance Jewels,3.9,609,1.3k,36,--,Jewellery,Mumbai +131 other locations,49,87
Family Health Plan,3.7,608,2k,45,10,Insurance,Hyderabad / Secunderabad +37 other locations,34,87
Global Healthcare Billing Partners,3.4,608,3.5k,44,69,BPO,Chennai +15 other locations,14,87
South Indian Bank,3.3,609,3k,47,--,Banking,Kochi +83 other locations,37,87
Netmeds.com,3.8,608,2.3k,48,--,Internet,Chennai +125 other locations,31,87
Emids Technologies Limited,3.6,608,5.1k,49,29,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,67,87
ITC Limited Foods Division,3.9,607,1.9k,71,--,Food Processing,Bangalore / Bengaluru +75 other locations,67,87
Sapphire Foods India,3.8,607,2k,35,20,Hospitality,Mumbai +64 other locations,51,87
Polaris Consulting,4.1,606,2.9k,33,3,IT Services & Consulting,Hyderabad / Secunderabad +18 other locations,87,87
ThoughtWorks,3.9,606,6.6k,170,2,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,49,87
Nucleus Software Exports,3.4,606,4.3k,46,10,Software Product,Noida +12 other locations,74,87
Geojit Financial Services,3.3,606,2.1k,52,8,Financial Services,Kochi +137 other locations,47,87
Royaloak Incorporation,3.7,600,1.5k,38,19,Furniture & Furnishing,Bangalore / Bengaluru +47 other locations,13,87
Dhani Services,3.7,606,1.2k,22,--,Mumbai +79 other locations,,5,87
Dhani Services,3.7,606,1.2k,22,--,Mumbai +79 other locations,,5,88
Maharashtra Seamless,3.4,606,2.2k,60,2,Building Material,Mumbai +25 other locations,41,88
Shriram Automall,4.0,607,1.3k,47,--,Internet,New Delhi +107 other locations,114,88
HDFC Asset Management Company,4.1,605,2.4k,44,--,Financial Services,Mumbai +139 other locations,26,88
Sintex Industries,3.9,605,2k,24,--,Industrial Machinery,Ahmedabad +58 other locations,54,88
Kaizen IT Services,4.0,605,1.2k,36,--,IT Services & Consulting,Kolkata +91 other locations,18,88
IRB Infrastructure,3.9,605,1.4k,28,27,Engineering & Construction,Mumbai +70 other locations,58,88
Holiday Inn,4.0,604,1.4k,16,--,Hospitality,New Delhi +61 other locations,73,88
Columbia Asia,4.6,604,1.4k,19,--,Healthcare,Bangalore / Bengaluru +19 other locations,99,88
BDO RISE Private Limited,3.6,604,2.6k,77,15,Accounting & Auditing,Bangalore / Bengaluru +9 other locations,7,88
Ongc Petro Additions,4.0,604,3.3k,35,--,Petrochemicals,Bharuch +30 other locations,76,88
Sanghi Industries,4.0,603,2.2k,76,--,Building Material,Ahmedabad +31 other locations,71,88
IDBI Intech Limited,3.3,603,3k,53,3,IT Services & Consulting,Mumbai +28 other locations,46,88
Monte Carlo,4.2,603,2.4k,33,--,Fashion & Textile,Ahmedabad +103 other locations,44,88
National Stock Exchange of India,3.6,603,4.3k,54,6,Financial Services,Mumbai +33 other locations,34,88
Revolut,2.5,603,2.5k,114,--,FinTech,Bangalore / Bengaluru +20 other locations,1,88
Carnival Cruise Lines,4.2,603,687,22,--,Sports & Recreation,Mumbai +31 other locations,77,88
SOLAR INDUSTRIES INDIA,3.7,602,2.9k,69,20,Defence & Aerospace,Nagpur +40 other locations,44,88
ShareChat,3.6,602,2.5k,86,7,Internet,Bangalore / Bengaluru +41 other locations,43,88
Jain Irrigation Systems,3.7,603,1.9k,31,--,Agriculture,Jalgaon +89 other locations,50,88
Royal Caribbean International,4.2,602,726,31,--,Sports & Recreation,Mumbai +25 other locations,64,89
Becton Dickinson,4.0,602,3.3k,35,157,Medical Equipment,Bangalore / Bengaluru +37 other locations,46,89
Agrostar,3.9,602,1.5k,63,20,Internet,Pune +51 other locations,66,89
Sl Lumax,3.4,602,2.4k,30,2,Auto Components,Chennai +17 other locations,88,89
Einfochips,3.5,601,3.8k,76,108,IT Services & Consulting,Ahmedabad +13 other locations,52,89
Central Reserve Police Force,4.6,601,1.3k,9,--,Government,New Delhi +94 other locations,41,89
Sasken,3.7,601,4.1k,90,14,IT Services & Consulting,Bangalore / Bengaluru +12 other locations,49,89
Super Smelters,3.7,601,2k,41,3,Iron & Steel,Asansol +24 other locations,44,89
Chaitanya India Fin Credit,4.0,600,1.4k,35,--,NBFC,Bangalore / Bengaluru +169 other locations,26,89
Sudarshan Chemical Industries,3.9,599,2.6k,33,--,Chemicals,Roha +26 other locations,47,89
Annalect,3.4,599,4.2k,82,--,Marketing & Advertising,Bangalore / Bengaluru +14 other locations,18,89
Mavenir Systems,3.3,599,3.5k,61,11,IT Services & Consulting,Bangalore / Bengaluru +19 other locations,47,89
Finastra,3.7,599,4.5k,57,24,Software Product,Bangalore / Bengaluru +13 other locations,71,89
Ugam Solution,3.6,599,3.5k,51,4,IT Services & Consulting,Mumbai +14 other locations,96,89
Renovision Automation Services,3.3,598,1.8k,24,57,IT Services & Consulting,New Delhi +70 other locations,41,89
BT E Serv,3.9,598,2.6k,53,--,BPO,Kolkata +6 other locations,132,89
Godrej Industries,4.1,597,2.8k,56,159,Real Estate,Mumbai +68 other locations,63,89
Hamilton Housewares,3.8,597,2.6k,39,6,Consumer Electronics & Appliances,Mumbai +52 other locations,30,89
Fiem Industries,3.6,597,2.6k,27,--,Auto Components,Hosur +28 other locations,52,89
Sigma Engineered Solutions,3.9,597,2.4k,30,--,Industrial Machinery,Pune +13 other locations,15,89
